id,name,comment,diameter_mm,end_year,is_H_gas,is_bothDirection,lat_mean,length_km,long_mean,max_cap_M_m3_per_d,max_pressure_bar,num_compressor,start_year,waterDepth_m,from_node_id,to_node_id,from_country_code,to_country_code,from_lat,to_lat,from_long,to_long,manually_added
INET_PL_417,Minerbio_Parma,,1219.0,2050,1.0,0.0,44.7723155,100.39592390311185,10.9017295,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_1300,INET_N_967,IT ,IT,44.9289,44.615731,10.3055,11.497959,False
INET_PL_419,Minerbio_RavennaTerra,,762.0,2050,1.0,0.0,44.5162085,67.84248715641927,11.9022365,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_1211,INET_N_967,IT,IT,44.416686,44.615731,12.306514,11.497959,False
INET_PL_421,Mira_CampagnaLupia,,762.0,2050,1.0,0.0,45.390167000000005,8.604426501958,12.114199,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_249,INET_N_970,IT,IT,45.353355,45.426979,12.097296,12.131102,False
INET_PL_423,MoggioUdinesse_Pontebba_1,,914.4,2050,1.0,0.0,46.452675,15.061438193172117,13.2456845,45.51031743360152,58.0,3.0,1983.0,292.0434688938135,INET_N_1158,INET_N_981,IT,IT,46.506812,46.398538,13.304698,13.186671,False
INET_PL_425,MoggioUdinesse_Pontebba_2,,1066.8,2050,1.0,0.0,46.452675,15.061438193172117,13.2456845,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_1158,INET_N_981,IT,IT,46.506812,46.398538,13.304698,13.186671,False
INET_PL_427,MoggioUdinesse_Pontebba_3,,1219.0,2050,1.0,0.0,46.452675,15.061438193172117,13.2456845,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_1158,INET_N_981,IT,IT,46.506812,46.398538,13.304698,13.186671,False
INET_PL_429,Moliterno_Lauria_1,,1219.0,2050,1.0,0.0,40.1465915,21.542147702915045,15.852827,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_833,INET_N_985,IT,IT,40.050224,40.242959,15.840378,15.865276,False
INET_PL_431,Moliterno_Lauria_2,,1219.0,2050,1.0,0.0,40.1465915,21.542147702915045,15.852827,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_833,INET_N_985,IT,IT,40.050224,40.242959,15.840378,15.865276,False
INET_PL_433,Moliterno_MontesanoSullaMarcellana_1,,1219.0,2050,1.0,0.0,40.262387000000004,17.351905126809335,15.7662815,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_993,INET_N_985,IT,IT,40.281815,40.242959,15.667287,15.865276,False
INET_PL_435,Moliterno_MontesanoSullaMarcellana_2,,1219.0,2050,1.0,0.0,40.262387000000004,17.351905126809335,15.7662815,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_993,INET_N_985,IT,IT,40.281815,40.242959,15.667287,15.865276,False
INET_PL_437,Monaco,,923.7925292425738,2050,1.0,0.0,48.20325,78.34103018762423,12.32555,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_492,INET_N_241,DE,DE,48.223,48.1835,11.798,12.8531,False
INET_PL_439,Montalbano_GaglianoSparacollo_1,,1219.0,2050,1.0,0.0,37.8538285,49.143129048263944,14.832873,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_515,INET_N_988,IT,IT,37.684813,38.022844,14.652717,15.013029,False
INET_PL_441,Montalbano_GaglianoSparacollo_2,,1219.0,2050,1.0,0.0,37.8538285,49.143129048263944,14.832873,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_515,INET_N_988,IT,IT,37.684813,38.022844,14.652717,15.013029,False
INET_PL_443,Montalbano_GaglianoSparacollo_3,,1219.0,2050,1.0,0.0,37.8538285,49.143129048263944,14.832873,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_515,INET_N_988,IT,IT,37.684813,38.022844,14.652717,15.013029,False
INET_PL_445_EE_0,Montesa_Ibiza0,,923.7925292425738,2050,1.0,0.0,38.914026500000006,52.06790920178066,-0.3216585,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_992,INET_N_353,ES,ES,38.959997,38.868056,-0.616608,-0.026709,False
INET_PL_445_EE_1,Montesa_Ibiza1,,923.7925292425738,2050,1.0,0.0,38.934028,129.4665771162366,0.7166454999999999,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_353,INET_N_657,ES,ES,38.868056,39.0,-0.026709,1.46,False
INET_PL_448_EE_0,Montesa_Tivisa0,,923.7925292425738,2050,1.0,0.0,39.246615000000006,65.2248089736921,-0.5368465,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_992,INET_N_1121,ES,ES,38.959997,39.533233,-0.616608,-0.457085,False
INET_PL_448_EE_1,Montesa_Tivisa1,,923.7925292425738,2050,1.0,0.0,40.287116499999996,194.48104751241567,0.12325749999999999,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_1121,INET_N_1494,ES,ES,39.533233,41.041,-0.457085,0.7036,False
INET_PL_451,MontesanoSullaMarcellana_Melizzano_1,,1219.0,2050,1.0,0.0,40.721792,138.47970866938005,15.086224999999999,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_947,INET_N_993,IT,IT,41.161769,40.281815,14.505163,15.667287,False
INET_PL_453,MontesanoSullaMarcellana_Melizzano_2,,1219.0,2050,1.0,0.0,40.721792,138.47970866938005,15.086224999999999,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_947,INET_N_993,IT,IT,41.161769,40.281815,14.505163,15.667287,False
INET_PL_455,Montoir_Donges_Extra,,923.7925292425738,2050,1.0,0.0,47.326,5.516908155026602,-2.1045,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_994,INET_N_376,FR,FR,47.32,47.332,-2.14,-2.069,False
INET_PL_457,Morano_Tarsia_1,,1219.0,2050,1.0,0.0,39.7167025,29.885965571778684,16.193486999999998,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_1465,INET_N_997,IT,IT,39.589859,39.843546,16.251025,16.135949,False
INET_PL_459,Morano_Tarsia_2,,1219.0,2050,1.0,0.0,39.7167025,29.885965571778684,16.193486999999998,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_1465,INET_N_997,IT,IT,39.589859,39.843546,16.251025,16.135949,False
INET_PL_461,Morano_Tarsia_3,,1219.0,2050,1.0,0.0,39.7167025,29.885965571778684,16.193486999999998,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_1465,INET_N_997,IT,IT,39.589859,39.843546,16.251025,16.135949,False
INET_PL_463,Mortara_Alessandria_1,,762.0,2050,1.0,0.0,45.0761595,40.44143153064848,8.6734695,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_26,INET_N_1000,IT,IT,44.90008,45.252239,8.60944,8.737499,False
INET_PL_465,Mortara_Alessandria_2,,609.6,2050,1.0,0.0,45.0761595,40.44143153064848,8.6734695,45.51031743360152,64.0,3.0,1983.0,292.0434688938135,INET_N_26,INET_N_1000,IT,IT,44.90008,45.252239,8.60944,8.737499,False
INET_PL_467,Mortara_Cervignano_1,,762.0,2050,1.0,0.0,45.31219350000001,55.396943498191504,9.081186500000001,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_279,INET_N_1000,IT,IT,45.372148,45.252239,9.424874,8.737499,False
INET_PL_469,Mortara_Cervignano_2,,1219.0,2050,1.0,0.0,45.31219350000001,55.396943498191504,9.081186500000001,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_279,INET_N_1000,IT,IT,45.372148,45.252239,9.424874,8.737499,False
INET_PL_471,Laneuvelotte_Morelmaison,,923.7925292425738,2050,1.0,0.0,48.57945,48.29343614680519,6.057,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_999,INET_N_819,FR,FR,48.43,48.7289,5.819,6.295,False
INET_PL_473,Laneuvelotte_Strasbourg,,923.7925292425738,2050,1.0,0.0,48.65445,109.34630258786088,7.0305,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_1432,INET_N_819,FR,FR,48.58,48.7289,7.766,6.295,False
INET_PL_475_EE_0,NEL_10,,1422.0,2050,1.0,0.0,53.5889275,330.3950848128028,11.338984,54.7945,100.0,3.0,2013.0,322.7635581983901,INET_N_889,INET_N_435,DE,DE,54.151055,53.0268,13.655607,9.022361,False
INET_PL_475_EE_1,NEL_11,,1422.0,2050,1.0,0.0,52.8202365,58.093189185402366,8.757979500000001,54.7945,100.0,3.0,2013.0,322.7635581983901,INET_N_435,INET_N_1219,DE,DE,53.0268,52.613673,9.022361,8.493598,False
INET_PL_478_EE_0,NETRA_10,,1200.0,2050,1.0,0.0,53.3674815,82.64811232231186,7.787871,58.63013699,75.0,3.0,1999.0,335.45515598096654,INET_N_379,INET_N_1599,DE,DE,53.66,53.074963,7.404,8.171742,False
INET_PL_478_EE_1,NETRA_11,,1200.0,2050,1.0,0.0,53.0508815,57.12453625740767,8.5970515,58.63013699,75.0,3.0,1999.0,335.45515598096654,INET_N_1599,INET_N_435,DE,DE,53.074963,53.0268,8.171742,9.022361,False
INET_PL_478_EE_2,NETRA_12,,1200.0,2050,1.0,0.0,52.928219999999996,141.8636924747695,10.0675635,58.63013699,75.0,3.0,1999.0,335.45515598096654,INET_N_435,INET_N_1419,DE,DE,53.0268,52.82964,9.022361,11.112766,False
INET_PL_482,Netzkupplung_Drohne,,600.0,2050,1.0,0.0,52.521701,22.516923508100135,8.4241375,45.51031743360152,90.0,3.0,2018.0,292.0434688938135,INET_N_1219,INET_N_390,DE,DE,52.613673,52.429729,8.493598,8.354677,False
INET_PL_484,Nordschwarzwaldleitung,,600.0,2050,1.0,0.0,48.876000000000005,58.875815304293255,8.625,45.51031743360152,80.0,3.0,2016.0,292.0434688938135,INET_N_850,INET_N_82,DE,DE,48.799,48.953,9.01,8.24,False
INET_PL_486,NOWAL,,1000.0,2050,1.0,0.0,52.521701,22.516923508100135,8.4241375,45.51031743360152,100.0,3.0,1983.0,292.0434688938135,INET_N_1219,INET_N_390,DE,DE,52.613673,52.429729,8.493598,8.354677,False
INET_PL_488,NWP,,450.0,2050,1.0,0.0,54.9431595,96.56849002454494,-6.5134635,45.51031743360152,75.0,3.0,2006.0,292.0434688938135,INET_N_311,INET_N_687,GB,GB,55.0437,54.842619,-7.24868,-5.778247,False
INET_PL_490,Oltrona_Bizzarone,,305.0,2050,1.0,0.0,45.795546,8.839788600461713,8.960011,45.51031743360152,24.0,3.0,1983.0,292.0434688938135,INET_N_179,INET_N_1081,IT,IT,45.834135,45.756957,8.946413,8.973609,False
INET_PL_492_EE_0,OPAL_Nord_10,,1400.0,2050,1.0,0.0,53.29968125,190.45059904872093,13.8061641,100.0,100.0,3.0,2011.0,472.3423700244431,INET_N_889,INET_N_741,DE,DE,54.151055,52.4483075,13.655607,13.9567212,False
INET_PL_492_EE_1,OPAL_Nord_11,,1400.0,2050,1.0,0.0,52.263073750000004,50.05184857784196,13.7480521,100.0,100.0,3.0,2011.0,472.3423700244431,INET_N_741,INET_N_1199,DE,DE,52.4483075,52.07784,13.9567212,13.539383,False
INET_PL_495_EE_0,OPAL_Sued0,,1400.0,2050,1.0,0.0,51.92192,36.09564473618733,13.612191500000002,100.0,100.0,3.0,2011.0,472.3423700244431,INET_N_1199,INET_N_1605,DE,DE,52.07784,51.766,13.539383,13.685,False
INET_PL_495_EE_1,OPAL_Sued1,,1400.0,2050,1.0,0.0,51.205710499999995,126.68422453467142,13.5224305,100.0,100.0,3.0,2011.0,472.3423700244431,INET_N_1605,INET_N_1077,DE,DE,51.766,50.645421,13.685,13.359861,False
INET_PL_498,Oricola_Ciciliano,,660.0,2050,1.0,0.0,42.011491500000005,14.904189615317344,12.9954895,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_300,INET_N_1088,IT,IT,41.957909,42.065074,12.94136,13.049619,False
INET_PL_500,Oricola_Sulmona,,1219.0,2050,1.0,0.0,42.057668500000005,72.66269679929769,13.489435,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_1438,INET_N_1088,IT,IT,42.050263,42.065074,13.929251,13.049619,False
INET_PL_502_EE_0,Oviedo_Tuy0,,923.7925292425738,2050,1.0,0.0,43.444323,191.8435654504799,-7.03317255,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_1104,INET_N_423,ES,ES,43.399,43.489646,-5.847,-8.2193451,False
INET_PL_502_EE_1,Oviedo_Tuy1,,923.7925292425738,2050,1.0,0.0,42.8227995,152.12514812336786,-8.425874050000001,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_423,INET_N_1520,ES,ES,43.489646,42.155953,-8.2193451,-8.632403,False
INET_PL_505,Palagiano_Bernalda_1,,508.0,2050,1.0,0.0,40.4952895,34.87400252892669,16.863459499999998,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_157,INET_N_1106,IT,IT,40.412126,40.578453,16.688712,17.038207,False
INET_PL_507,Palagiano_Bernalda_2,,1066.8,2050,1.0,0.0,40.4952895,34.87400252892669,16.863459499999998,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_157,INET_N_1106,IT,IT,40.412126,40.578453,16.688712,17.038207,False
INET_PL_509,Palagiano_Latiano_1,,457.0,2050,1.0,0.0,40.564628,57.501709419808364,17.3779745,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_832,INET_N_1106,IT,IT,40.550803,40.578453,17.717742,17.038207,False
INET_PL_511,Palagiano_Latiano_2,,1066.8,2050,1.0,0.0,40.564628,57.501709419808364,17.3779745,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_832,INET_N_1106,IT,IT,40.550803,40.578453,17.717742,17.038207,False
INET_PL_513,Palmi_Messina_1,,660.4,2050,1.0,0.0,38.3451965,29.794285200627527,15.731844500000001,45.51031743360152,115.0,3.0,1983.0,292.0434688938135,INET_N_957,INET_N_1111,IT,IT,38.272079,38.418314,15.58877,15.874919,False
INET_PL_515,Palmi_Messina_2,,660.4,2050,1.0,0.0,38.3451965,29.794285200627527,15.731844500000001,45.51031743360152,115.0,3.0,1983.0,292.0434688938135,INET_N_957,INET_N_1111,IT,IT,38.272079,38.418314,15.58877,15.874919,False
INET_PL_517,Parma_Cortemaggiore,,1219.0,2050,1.0,0.0,44.959987999999996,31.051064556487034,10.1131955,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_317,INET_N_1300,IT,IT ,44.991076,44.9289,9.920891,10.3055,False
INET_PL_519,Parma_Pontremoli,,762.0,2050,1.0,0.0,44.650887,70.36665982499217,10.093421,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_1160,INET_N_1300,IT,IT ,44.372874,44.9289,9.881342,10.3055,False
INET_PL_521,PassoGries_Masera,,1219.0,2050,1.0,0.0,46.2933335,35.09383409853614,8.338312,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_933,INET_N_1119,IT,IT,46.136816,46.449851,8.309786,8.366838,False
INET_PL_523_EE_0,PENTA_West0,,700.0,2050,1.0,0.0,48.19675,46.57348382673931,13.16655,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_241,INET_N_1230,DE,AT,48.1835,48.21,12.8531,13.48,False
INET_PL_523_EE_1,PENTA_West1,,700.0,2050,1.0,0.0,48.28485,18.07486342643693,13.5275,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_1230,INET_N_60,AT,AT,48.21,48.3597,13.48,13.575,False
INET_PL_523_EE_2,PENTA_West2,,700.0,2050,1.0,0.0,48.457065,25.28544590605739,13.6634315,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_60,INET_N_1071,AT,AT,48.3597,48.55443,13.575,13.751863,False
INET_PL_527,Pinto_Roccasecca,,508.0,2050,1.0,0.0,42.078175,122.2153100296884,13.8636765,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_1247,INET_N_1144,IT,IT,41.55,42.60635,13.66,14.067353,False
INET_PL_529,Pitgam_Maldegem,,900.0,2050,1.0,1.0,51.059158499999995,85.28745451758341,2.887798,21.917808,85.0,3.0,2016.0,213.979084492069,INET_N_912,INET_N_1146,BE,FR,51.192,50.926317,3.46,2.315596,False
INET_PL_531,PoggioRenatico_Cortemaggiore,,1066.8,2050,1.0,0.0,44.877917,125.92957878449911,10.7036365,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_317,INET_N_1153,IT,IT,44.991076,44.764758,9.920891,11.486382,False
INET_PL_533,PoggioRenatico_Minerbio_1,,863.6,2050,1.0,0.0,44.6902445,16.601507998144044,11.4921705,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_967,INET_N_1153,IT,IT,44.615731,44.764758,11.497959,11.486382,False
INET_PL_535,PoggioRenatico_Minerbio_2,,1066.8,2050,1.0,0.0,44.6902445,16.601507998144044,11.4921705,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_967,INET_N_1153,IT,IT,44.615731,44.764758,11.497959,11.486382,False
INET_PL_537,Poirino_Alessandria,,558.8,2050,1.0,0.0,44.909445500000004,60.26894415675429,8.227131499999999,45.51031743360152,58.0,3.0,1983.0,292.0434688938135,INET_N_26,INET_N_1156,IT,IT,44.90008,44.918811,8.60944,7.844823,False
INET_PL_539,Pontebba_Malbroghetto_1,,1066.8,2050,1.0,0.0,46.5052725,8.532083742803135,13.360376,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_911,INET_N_1158,IT,IT,46.503733,46.506812,13.416054,13.304698,False
INET_PL_541,Pontebba_Malbroghetto_2,,1219.0,2050,1.0,0.0,46.5052725,8.532083742803135,13.360376,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_911,INET_N_1158,IT,IT,46.503733,46.506812,13.416054,13.304698,False
INET_PL_543,Pontremoli_LaSpezia,,762.0,2050,1.0,0.0,44.244437000000005,28.78001370856855,9.859670999999999,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_808,INET_N_1160,IT,IT,44.116,44.372874,9.838,9.881342,False
INET_PL_545,PortoViro_Cavarzere,,762.0,2050,1.0,0.0,45.084087999999994,15.570226637495288,12.150083,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_272,INET_N_1171,IT,IT,45.133742,45.034434,12.08022,12.219946,False
INET_PL_547,Puertollano_Madrid,,923.7925292425738,2050,1.0,0.0,39.45495,174.76688566063945,-3.89495,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_1189,INET_N_904,ES,ES,38.6869,40.223,-4.1089,-3.681,False
INET_PL_549,Quarnstedt_Hamburg,,923.7925292425738,2050,1.0,0.0,53.728742499999996,48.207950458768,9.867616,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_1197,INET_N_592,DE,DE,53.939785,53.5177,9.784432,9.9508,False
INET_PL_551,RavennaMare_Rubicone,,660.0,2050,1.0,0.0,44.244804,35.34228233285182,12.3516045,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_1264,INET_N_1210,IT,IT,44.089849,44.399759,12.400538,12.302671,False
INET_PL_553,RavennaTerra_Casalborsetti_1,,609.6,2050,1.0,0.0,44.485431,15.655562339683733,12.2854075,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_263,INET_N_1211,IT,IT,44.554176,44.416686,12.264301,12.306514,False
INET_PL_555,RavennaTerra_Casalborsetti_2,,609.6,2050,1.0,0.0,44.485431,15.655562339683733,12.2854075,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_263,INET_N_1211,IT,IT,44.554176,44.416686,12.264301,12.306514,False
INET_PL_557,RavennaTerra_RavennaMare_1,,609.6,2050,1.0,0.0,44.4082225,1.9073895343809473,12.3045925,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_1210,INET_N_1211,IT,IT,44.399759,44.416686,12.302671,12.306514,False
INET_PL_559,RavennaTerra_RavennaMare_2,,330.0,2050,1.0,0.0,44.4082225,1.9073895343809473,12.3045925,45.51031743360152,24.0,3.0,1983.0,292.0434688938135,INET_N_1210,INET_N_1211,IT,IT,44.399759,44.416686,12.302671,12.306514,False
INET_PL_561_EE_0,Recanati_Chieti0,,660.4,2050,1.0,0.0,42.4825525,28.209251792631544,14.104586000000001,45.51031743360152,54.0,3.0,1983.0,292.0434688938135,INET_N_294,INET_N_1144,IT,IT,42.358755,42.60635,14.141819,14.067353,False
INET_PL_561_EE_1,Recanati_Chieti1,,660.4,2050,1.0,0.0,43.004332,97.77978730886551,13.812236500000001,45.51031743360152,54.0,3.0,1983.0,292.0434688938135,INET_N_1144,INET_N_1213,IT,IT,42.60635,43.402314,14.067353,13.55712,False
INET_PL_564,Recanati_Foligno,,609.6,2050,1.0,0.0,43.175425,85.91715090832436,13.128540000000001,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_496,INET_N_1213,IT,IT,42.948536,43.402314,12.69996,13.55712,False
INET_PL_566,ReggioCalabria_Messina_1,,508.0,2050,1.0,0.0,38.264861499999995,14.39354741119296,15.670662,45.51031743360152,115.0,3.0,1983.0,292.0434688938135,INET_N_957,INET_N_1218,IT,IT,38.272079,38.257644,15.58877,15.752554,False
INET_PL_568,ReggioCalabria_Messina_2,,508.0,2050,1.0,0.0,38.264861499999995,14.39354741119296,15.670662,45.51031743360152,115.0,3.0,1983.0,292.0434688938135,INET_N_957,INET_N_1218,IT,IT,38.272079,38.257644,15.58877,15.752554,False
INET_PL_570,ReggioCalabria_Messina_3,,508.0,2050,1.0,0.0,38.264861499999995,14.39354741119296,15.670662,45.51031743360152,115.0,3.0,1983.0,292.0434688938135,INET_N_957,INET_N_1218,IT,IT,38.272079,38.257644,15.58877,15.752554,False
INET_PL_572,Rende_MaidaSEufemia_1,,1219.0,2050,1.0,0.0,39.095946999999995,54.95848598991976,16.2746535,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_907,INET_N_1223,IT,IT,38.858958,39.332936,16.364569,16.184738,False
INET_PL_574,Rende_MaidaSEufemia_2,,1219.0,2050,1.0,0.0,39.095946999999995,54.95848598991976,16.2746535,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_907,INET_N_1223,IT,IT,38.858958,39.332936,16.364569,16.184738,False
INET_PL_576,Rende_MaidaSEufemia_3,,1219.0,2050,1.0,0.0,39.095946999999995,54.95848598991976,16.2746535,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_907,INET_N_1223,IT,IT,38.858958,39.332936,16.364569,16.184738,False
INET_PL_578,Rheinfeld_Wallbach_Extra,,923.7925292425738,2050,1.0,0.0,47.573,2.1627301970535986,7.890000000000001,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_1227,INET_N_1597,DE,DE,47.58,47.566,7.88,7.9,False
INET_PL_580,RHG,,800.0,2050,1.0,0.0,53.0656865,139.98477556904214,9.222199,45.51031743360152,84.0,3.0,1994.0,292.0434688938135,INET_N_592,INET_N_1219,DE,DE,53.5177,52.613673,9.9508,8.493598,False
INET_PL_582,Rimini_Sansepolcro,,660.0,2050,1.0,0.0,43.818562,65.24204529463806,12.3578315,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_1309,INET_N_1239,IT,IT,43.570594,44.06653,12.140796,12.574867,False
INET_PL_584,Rimini_Recanati,,923.7925292425738,2050,1.0,0.0,43.734421999999995,108.12036778332339,13.0659935,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_1239,INET_N_1213,IT,IT,44.06653,43.402314,12.574867,13.55712,False
INET_PL_586,Ripalta_Cortemaggiore_1,,1219.0,2050,1.0,0.0,45.1516155,39.67088068442429,9.810797999999998,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_317,INET_N_1242,IT,IT,44.991076,45.312155,9.920891,9.700705,False
INET_PL_588,Ripalta_Cortemaggiore_2,,762.0,2050,1.0,0.0,45.1516155,39.67088068442429,9.810797999999998,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_317,INET_N_1242,IT,IT,44.991076,45.312155,9.920891,9.700705,False
INET_PL_590_EE_0,Roussines_Gregy0,,923.7925292425738,2050,1.0,0.0,46.855637,98.98359245308951,1.6861155,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_1261,INET_N_956,FR,FR,46.463,47.248274,1.38,1.992231,False
INET_PL_590_EE_1,Roussines_Gregy1,,923.7925292425738,2050,1.0,0.0,47.699253,113.61000315553915,2.3483285,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_956,INET_N_284,FR,FR,47.248274,48.150232,1.992231,2.704426,False
INET_PL_590_EE_2,Roussines_Gregy2,,923.7925292425738,2050,1.0,0.0,48.4020869,56.25664264640519,2.6700851,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_284,INET_N_473,FR,FR,48.150232,48.6539418,2.704426,2.6357442,False
INET_PL_594,Rubicone_Rimini,,660.0,2050,1.0,0.0,44.0781895,14.169444382132864,12.4877025,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_1239,INET_N_1264,IT,IT,44.06653,44.089849,12.574867,12.400538,False
INET_PL_596,Salzwedel_Berlin,,923.7925292425738,2050,1.0,0.0,52.671458,146.71805906624238,12.1687035,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_155,INET_N_1419,DE,DE,52.513276,52.82964,13.224641,11.112766,False
INET_PL_598,Salzwedel_Berlin_Extra,,923.7925292425738,2050,1.0,0.0,52.480791749999995,50.116098041045085,13.590681100000001,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_155,INET_N_741,DE,DE,52.513276,52.4483075,13.224641,13.9567212,False
INET_PL_600,Sansepolcro_TerranuovaBracc,,609.6,2050,1.0,0.0,43.564201499999996,40.33452868909509,11.890729,45.51031743360152,70.0,3.0,1983.0,292.0434688938135,INET_N_1479,INET_N_1309,IT,IT,43.557809,43.570594,11.640662,12.140796,False
INET_PL_602,Santander_Oviedo,,923.7925292425738,2050,1.0,0.0,43.363,133.4248631298971,-5.0235,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_1104,INET_N_1314,ES,ES,43.399,43.327,-5.847,-4.2,False
INET_PL_604,Schwandorf_Forchheim,,1000.0,2050,1.0,0.0,49.07333765,62.99263038395948,11.8965431,45.51031743360152,100.0,3.0,2018.0,292.0434688938135,INET_N_499,INET_N_1334,DE,DE,48.826787,49.3198883,11.683951,12.1091352,False
INET_PL_606,Sergnano_Cremona,,1219.0,2050,1.0,0.0,45.2823965,41.10458673802258,9.8605215,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_326,INET_N_1346,IT,IT,45.136959,45.427834,10.0225,9.698543,False
INET_PL_608,Sergnano_Vigasio,,863.6,2050,1.0,0.0,45.372593499999994,98.16038523627343,10.321728,45.51031743360152,58.0,3.0,1983.0,292.0434688938135,INET_N_1572,INET_N_1346,IT,IT,45.317353,45.427834,10.944913,9.698543,False
INET_PL_610,Settala_Monza,,914.0,2050,1.0,0.0,45.516655,17.702825319000738,9.339141999999999,45.51031743360152,24.0,3.0,1983.0,292.0434688938135,INET_N_996,INET_N_1350,IT,IT,45.582264,45.451046,9.274872,9.403412,False
INET_PL_612_EE_0,Setubal_Leira0,,711.0,2050,1.0,0.0,39.33484445,91.6880999848865,-8.9077604,45.51031743360152,75.0,3.0,1983.0,292.0434688938135,INET_N_847,INET_N_257,PT,PT,39.747,38.9226889,-8.9086,-8.9069208,False
